City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
271,ebaye,8.7748,167.7392,299.16,89,40,4.12,MH,1682610047.4783742
272,lihue,21.9789,-159.3672,292.73,82,0,4.12,US,1682610047.5174973
273,broome,42.2506,-75.833,285.48,66,75,2.57,US,1682610047.5666327
274,akureyri,65.6835,-18.0878,274.11,47,40,3.09,IS,1682610047.7496693
275,illizi,26.4833,8.4667,310.04,9,13,6.18,DZ,1682610047.8387072
276,port blair,11.6667,92.75,302.02,76,42,2.31,IN,1682610047.8714106
277,solleftea,63.1667,17.2667,275.41,93,100,1.39,SE,1682610047.9300258
278,zarghun shahr,32.8473,68.4457,288.3,49,30,8.64,AF,1682610047.9784625
279,vaughan,43.8361,-79.4983,284.19,53,18,0.45,CA,1682610048.0109344
280,tolanaro,-25.0319,46.9987,296.19,88,40,3.09,MG,1682610048.0580173
281,la passe,45.5549,-0.8967,295.38,80,100,3.99,FR,1682610048.1053348
282,kruisfontein,-34.0033,24.7314,293.09,80,6,8.32,ZA,1682610048.1485846
283,lorengau,-2.0226,147.2712,300.41,80,88,0.65,PG,1682610048.194772
284,bodo,67.28,14.405,279.79,89,75,4.12,NO,1682610048.2376769
285,marsh harbour,26.5412,-77.0636,298.0,73,8,4.2,BS,1682610048.285848
286,fonte boa,-2.4959,-66.2662,303.29,63,87,1.46,BR,1682610048.3875318
287,sitangkai,4.6628,119.3928,302.04,70,100,2.12,PH,1682610048.4302878
288,koppies,-27.2418,27.5742,295.17,46,88,3.55,ZA,1682610048.4728425
289,sao desiderio,-12.3633,-44.9733,307.07,28,4,1.65,BR,1682610048.508343
290,schonkirchen,54.3333,10.2333,282.47,70,20,4.63,DE,1682610048.5568817
291,novo aripuana,-5.1206,-60.3797,304.02,65,66,0.85,BR,1682610048.6095164
292,dukhan,25.4297,50.7858,299.98,46,0,4.28,QA,1682610048.662516
293,chipinge,-20.1883,32.6236,290.51,78,2,2.91,ZW,1682610048.6941404
294,sibolga,1.7427,98.7792,298.4,91,100,0.74,ID,1682610048.7418456
295,altay,47.8667,88.1167,281.03,41,99,3.7,CN,1682610048.787787
296,yaiza,28.9633,-13.7631,294.02,83,20,4.63,ES,1682610048.8282251
297,okahandja,-21.9833,16.9167,300.1,32,96,5.52,NA,1682610048.8738706
298,rio grande,-32.035,-52.0986,297.21,61,4,3.71,BR,1682610048.9142327
299,siwa oasis,29.2041,25.5195,303.06,17,0,8.41,EG,1682610048.9669518
300,bandrele,-12.9067,45.1914,302.01,79,0,2.06,YT,1682610049.012953
301,atafu village,-8.5421,-172.5159,301.77,74,84,4.28,TK,1682610049.0533173
302,magadan,59.5667,150.8,270.5,78,4,4.0,RU,1682610049.0912366
303,kindu,-2.95,25.95,298.12,85,96,1.27,CD,1682610049.1329253
304,hargeysa,9.56,44.065,294.11,77,100,6.11,SO,1682610049.175013
305,segezha,63.7415,34.3222,277.22,85,100,4.93,RU,1682610049.2387202
306,alta,69.9689,23.2717,281.74,46,0,5.14,NO,1682610049.2892847
307,tucumcari,35.1717,-103.725,286.45,66,0,3.6,US,1682610049.3313107
308,birobidzhan,48.8,132.95,277.76,40,89,2.25,RU,1682610049.3716676
309,gazli,40.1333,63.45,298.53,11,1,4.88,UZ,1682610049.4166324
310,krems an der donau,48.4092,15.6142,288.96,43,78,1.21,AT,1682610049.4602368
311,puerto baquerizo moreno,-0.9,-89.6,300.7,78,40,2.06,EC,1682610049.5070412
312,singarayakonda,15.25,80.0333,302.14,80,48,5.16,IN,1682610049.5464954
313,macae,-22.3708,-41.7869,303.01,66,20,5.66,BR,1682610049.5816941
314,zhigalovo,54.8097,105.1578,269.83,96,81,1.42,RU,1682610049.628803
315,nova vicosa,-17.8919,-39.3719,302.31,62,1,3.49,BR,1682610049.73165
316,porto novo,6.4965,2.6036,299.05,66,100,4.49,BJ,1682610049.780086
317,bontang,0.1333,117.5,300.25,83,90,3.99,ID,1682610049.811695
318,belokurikha,51.9959,84.9896,284.8,72,100,4.06,RU,1682610049.8619385
319,tabou,4.423,-7.3528,302.46,70,84,4.25,CI,1682610049.9073796
320,xilin hot,43.9667,116.0333,279.85,17,89,1.05,CN,1682610049.9573746
321,gateway,26.5776,-81.7504,303.15,66,0,4.63,US,1682610049.9955306
322,orcutt,34.8653,-120.436,282.72,100,100,0.0,US,1682610050.0428073
323,golfito,8.639,-83.166,303.32,65,29,1.66,CR,1682610050.0782125
324,sitka,57.0531,-135.33,278.09,81,100,5.14,US,1682610050.123488
325,aneho,6.2333,1.6,301.26,70,99,6.74,TG,1682610050.1624675
326,tambopata,-12.7333,-69.1833,301.09,74,20,1.54,PE,1682610050.2134385
327,longquan,24.6719,102.1613,290.11,61,4,2.13,CN,1682610050.260436
328,dunedin,-45.8742,170.5036,283.6,79,0,0.45,NZ,1682610050.3067937
329,luderitz,-26.6481,15.1594,291.67,64,1,5.96,NA,1682610050.3567212
330,paros,37.0833,25.15,290.54,62,20,10.8,GR,1682610050.3968158
331,kapa'a,22.0752,-159.319,293.14,82,0,4.12,US,1682610050.4434075
332,hithadhoo,-0.6,73.0833,302.45,73,100,4.21,MV,1682610050.4774182
333,itoman,26.1247,127.6694,295.16,73,92,3.09,JP,1682610050.5231216
334,undurkhaan,47.3194,110.6556,273.25,52,41,4.72,MN,1682610050.6611013
335,puerto quijarro,-17.7833,-57.7667,305.32,52,7,0.47,BO,1682610050.695082
336,guerrero negro,27.9769,-114.0611,290.92,73,19,3.35,MX,1682610050.7481084
337,horta,38.5333,-28.6333,290.95,86,40,8.49,PT,1682610050.790169
338,fomboni,-12.28,43.7425,300.66,79,98,5.99,KM,1682610050.8926337
339,lib,8.3122,167.3766,300.64,80,70,6.93,MH,1682610050.930954
340,puerto madryn,-42.7692,-65.0385,291.94,40,89,1.18,AR,1682610050.9860616
341,souillac,-20.5167,57.5167,298.36,78,75,2.06,MU,1682610051.0230124
342,praia,14.9215,-23.5087,301.45,51,0,6.17,CV,1682610051.0679533
343,bondo,3.8146,23.6866,303.16,48,59,0.96,CD,1682610051.1126842
344,immokalee,26.4187,-81.4173,304.23,44,14,4.05,US,1682610051.1468408
345,mount isa,-20.7333,139.5,290.02,72,85,0.51,AU,1682610051.195151
346,vila franca do campo,37.7167,-25.4333,292.38,76,100,6.6,PT,1682610051.2420819
347,romankivtsi,48.4847,27.2138,282.34,55,89,5.51,UA,1682610051.2873268
348,san buenaventura,27.0833,-101.5333,295.08,48,34,4.5,MX,1682610051.3317957
349,villa rica,33.7321,-84.9191,287.63,97,100,0.45,US,1682610051.3778448
350,afif,23.9065,42.9172,297.63,30,64,3.28,SA,1682610051.4256525
351,hillsborough,37.5741,-122.3794,294.48,72,75,2.57,US,1682610051.4686723
352,suruc,36.9761,38.425,291.46,52,14,7.75,TR,1682610051.5104172
353,kilindoni,-7.9139,39.6668,300.98,71,37,6.85,TZ,1682610051.5573025
354,port lincoln,-34.7333,135.8667,289.51,80,76,9.41,AU,1682610051.5961301
355,puerto ayora,-0.7393,-90.3518,302.13,86,51,4.47,EC,1682610051.6296005
356,jaora,23.6333,75.1333,303.14,27,96,2.05,IN,1682610051.6809928
357,leninaul,43.0914,46.5743,286.95,83,94,1.65,RU,1682610051.7088642
358,sinop,41.7711,34.8709,281.39,98,100,1.69,TR,1682610051.768166
359,nogliki,51.8333,143.1667,272.29,98,100,6.53,RU,1682610051.817528
360,naracoorte,-36.9579,140.7383,287.41,95,20,4.32,AU,1682610051.8647277
361,vilyuchinsk,52.9306,158.4028,276.3,87,100,11.04,RU,1682610051.8964117
362,nemuro,43.3236,145.575,278.56,63,0,9.53,JP,1682610051.9876485
363,st. john's,47.5649,-52.7093,278.59,85,100,10.29,CA,1682610052.0381737
364,enewetak,11.3474,162.3373,300.08,78,88,9.27,MH,1682610052.0792375
365,kuching,1.55,110.3333,302.05,94,20,1.03,MY,1682610052.1245222
366,redencao,-4.2258,-38.7306,296.04,98,100,0.52,BR,1682610052.1723046
367,moron,-34.6534,-58.6198,299.27,57,26,1.62,AR,1682610052.203893
368,ojai,34.4481,-119.2429,287.9,36,4,1.5,US,1682610052.2548614
369,smithers,54.7804,-127.1743,274.33,75,75,1.03,CA,1682610052.297028
370,hondo,32.45,130.2,288.55,77,75,2.03,JP,1682610052.3415227
371,valpoy,15.5333,74.1333,301.92,75,6,0.92,IN,1682610052.3739014
372,bahia de caraquez,-0.6,-80.4167,302.25,72,74,0.52,EC,1682610052.4230826
373,socorro,31.6546,-106.3033,292.32,35,0,3.6,US,1682610052.4549572
374,tadine,-21.55,167.8833,296.2,75,82,8.06,NC,1682610052.513373
375,svetlogorsk,52.6333,29.7333,281.45,73,99,3.05,BY,1682610052.5655394
376,katsuura,35.1333,140.3,289.88,71,100,7.27,JP,1682610052.611278
377,along,28.1667,94.7667,293.08,76,81,1.08,IN,1682610052.657497
378,svetlyy,54.675,20.1347,280.18,63,18,5.24,RU,1682610052.6973264
379,kavaratti,10.5669,72.642,301.9,67,37,1.88,IN,1682610052.7488542
380,kodinsk,58.6881,99.1844,268.81,97,30,1.31,RU,1682610052.7953293
381,simpang,-1.2667,104.0833,297.3,94,100,0.45,ID,1682610052.8419704
382,piney green,34.716,-77.3202,294.24,80,100,5.14,US,1682610052.8894837
383,berezovyy,51.6667,135.7,272.17,91,96,1.44,RU,1682610052.93777
384,luau,-10.7073,22.2247,294.18,68,99,1.19,AO,1682610053.0486684
385,brezovica,46.0333,14.4,289.51,69,94,1.41,SI,1682610053.0911949
386,mili,6.0815,171.735,301.01,79,97,6.87,MH,1682610053.1402404
387,impfondo,1.6381,18.0667,302.06,56,71,1.09,CG,1682610053.1713455
388,bani walid,31.7566,13.9942,300.7,24,20,10.35,LY,1682610053.2188692
389,winnemucca,40.973,-117.7357,282.18,46,0,0.0,US,1682610053.2663612
390,puerto el triunfo,13.2833,-88.55,302.66,64,100,2.84,SV,1682610053.3103783
391,rawson,-43.3002,-65.1023,292.13,38,73,3.06,AR,1682610053.3577232
392,puerto carreno,6.189,-67.4859,305.14,58,40,2.06,CO,1682610053.4538667
393,bengkulu,-3.8004,102.2655,298.63,90,100,1.49,ID,1682610053.4942226
394,tra vinh,9.9347,106.3453,301.11,77,94,4.08,VN,1682610053.5270267
395,ressano garcia,-25.442,31.9913,300.94,46,35,2.97,MZ,1682610053.576125
396,nuku'alofa,-21.1333,-175.2,298.34,94,75,6.69,TO,1682610053.6233032
397,mahibadhoo,3.7833,72.9667,302.01,75,100,2.99,MV,1682610053.6706066
398,puerto aysen,-45.4,-72.7,281.17,81,0,0.0,CL,1682610053.708412
399,ar ruways,24.1103,52.7306,300.94,35,0,2.29,AE,1682610053.7451382
400,imbituba,-28.24,-48.6703,298.07,57,1,5.07,BR,1682610053.7988024
401,nantucket,41.2835,-70.0995,284.31,78,75,4.63,US,1682610053.8405235
402,san angelo,31.4638,-100.437,291.25,57,0,5.66,US,1682610053.8904443
403,tehran,35.6944,51.4215,298.14,16,40,5.14,IR,1682610053.9392238
404,nuuk,64.1835,-51.7216,278.49,56,0,7.72,GL,1682610053.9790971
405,anloga,5.7947,0.8973,302.85,73,100,6.69,GH,1682610054.0243337
406,kuta,-8.7233,115.1723,301.12,88,40,4.12,ID,1682610054.071829
407,bikenibeu village,1.3673,173.1241,301.13,78,20,6.17,KI,1682610054.1035593
408,al qadarif,14.0349,35.3834,308.5,24,53,3.47,SD,1682610054.1890829
409,punta alta,-38.8759,-62.0736,295.17,36,95,4.46,AR,1682610054.2258642
410,alice springs,-23.7,133.8833,290.9,77,40,2.69,AU,1682610054.2576184
411,lompoc,34.6391,-120.4579,283.23,100,100,0.0,US,1682610054.311322
412,prince rupert,54.3161,-130.3201,279.98,80,100,7.2,CA,1682610054.3533342
413,ugoofaaru,5.6667,73.0,302.25,75,21,2.92,MV,1682610054.4008305
414,nacala,-14.5428,40.6728,297.25,76,2,3.45,MZ,1682610054.4504824
415,laojunmiao,39.8333,97.7333,273.14,49,92,6.59,CN,1682610054.4934518
416,katpur,21.05,71.7833,302.26,56,65,5.85,IN,1682610054.524682
417,fale old settlement,-9.3852,-171.2468,301.48,74,100,4.57,TK,1682610054.581339
418,jalalaqsi,3.3766,45.5996,304.26,56,92,6.18,SO,1682610054.6269777
419,nar'yan-mar,67.6713,53.087,270.41,88,100,5.55,RU,1682610054.6684139
420,bel ombre,-4.6167,55.4167,302.06,74,40,3.09,SC,1682610054.7127044
421,tateyama,34.9833,139.8667,290.82,70,100,7.72,JP,1682610054.7443018
422,arinos,-15.9169,-46.1056,306.82,25,1,0.94,BR,1682610054.7924628
423,anapa,44.8908,37.3239,290.02,63,0,5.0,RU,1682610054.845168
424,santa vitoria do palmar,-33.5189,-53.3681,297.43,47,0,4.08,BR,1682610054.8890703
425,dubbo,-32.25,148.6167,282.22,81,0,3.6,AU,1682610054.9295444
426,hadibu,12.65,54.0333,302.28,69,25,1.28,YE,1682610055.0223074
427,swan hill,-35.3378,143.5544,293.26,44,90,4.75,AU,1682610055.0635014
428,bamboo flat,11.7,92.7167,302.06,76,42,2.19,IN,1682610055.109779
429,sungai penuh,-2.0833,101.3833,292.56,97,100,0.82,ID,1682610055.1576517
430,malango,-2.9627,119.9001,293.95,99,100,0.84,ID,1682610055.1893075
431,kiunga,-6.1219,141.2906,296.71,100,100,0.71,PG,1682610055.2367435
432,akjoujt,19.6969,-14.4164,312.97,11,0,2.81,MR,1682610055.3000429
433,arnprior,45.4334,-76.3494,285.16,53,12,0.61,CA,1682610055.331098
434,coyuca de benitez,17.0333,-100.0667,301.74,55,31,2.51,MX,1682610055.3749897
435,marica,-22.9194,-42.8186,303.12,73,0,4.59,BR,1682610055.4225142
436,svobodnyy,51.4,128.1333,276.44,45,60,2.82,RU,1682610055.510405
437,esquel,-42.9,-71.3167,282.43,66,100,2.31,AR,1682610055.5531557
438,metlili chaamba,32.2667,3.6333,307.67,7,0,1.54,DZ,1682610055.5978856
439,selkirk,50.1436,-96.8845,277.23,75,98,3.41,CA,1682610055.6377835
440,hotan,37.0997,79.9269,289.45,39,99,2.64,CN,1682610055.6815991
441,pipar,26.3856,73.5378,301.19,36,98,1.07,IN,1682610055.7266638
442,banda aceh,5.5577,95.3222,300.58,80,99,2.78,ID,1682610055.7616138
443,inverell,-29.7833,151.1167,285.43,90,0,2.16,AU,1682610055.9004612
444,buulobarde,3.8538,45.5674,304.03,57,98,7.32,SO,1682610055.944906
445,dumai,1.6833,101.45,297.64,92,100,1.06,ID,1682610055.979158
446,sinmak,38.4167,126.2333,280.7,58,25,1.3,KP,1682610056.024949
447,mukalla,14.5425,49.1242,302.28,73,54,0.7,YE,1682610056.058632
448,susuman,62.7833,148.1667,260.23,99,100,1.6,RU,1682610056.1143146
449,huangmei,30.1924,116.025,291.07,80,82,1.43,CN,1682610056.1555655
450,quellon,-43.1167,-73.6167,283.29,81,100,0.0,CL,1682610056.2017715
451,greymouth,-42.4667,171.2,282.05,91,10,2.57,NZ,1682610056.2427676
452,magong,23.5654,119.5863,295.84,84,45,6.15,TW,1682610056.293668
453,klaksvik,62.2266,-6.589,277.66,76,99,7.63,FO,1682610056.3384302
454,prado,-17.3411,-39.2208,301.39,66,9,3.89,BR,1682610056.3806877
455,cabedelo,-6.9811,-34.8339,304.52,69,54,3.72,BR,1682610056.4287226
456,road town,18.4167,-64.6167,302.2,74,20,3.6,VG,1682610056.4746034
457,es castell,39.8795,4.2854,293.53,64,0,4.12,ES,1682610056.506139
458,saint-pierre,-21.3393,55.4781,297.97,73,75,2.57,RE,1682610056.5550706
459,visby,57.6409,18.296,282.06,75,20,6.69,SE,1682610056.610563
460,basco,20.4487,121.9702,298.69,85,19,8.07,PH,1682610056.6451833
461,antofagasta,-23.65,-70.4,292.75,64,34,4.31,CL,1682610056.6978655
462,glace bay,46.1969,-59.957,283.76,67,75,3.6,CA,1682610056.7365592
463,olyokminsk,60.3736,120.4264,269.97,93,46,0.73,RU,1682610056.7848878
464,sittwe,20.15,92.9,301.6,74,26,3.09,MM,1682610056.8382626
465,xifeng,42.7372,124.7222,284.41,78,100,5.47,CN,1682610056.8803816
466,conduaga,8.862,117.4893,299.44,85,62,1.77,PH,1682610056.9115343
467,lethbridge,49.7,-112.8186,279.07,65,75,5.66,CA,1682610056.9558797
468,kashgar,39.4547,75.9797,283.71,71,75,7.0,CN,1682610057.0028813
469,manicore,-5.8092,-61.3003,302.12,79,75,1.54,BR,1682610057.0507486
470,vilyuysk,63.7553,121.6247,272.16,88,83,3.99,RU,1682610057.0929484
471,timbuktu,16.7735,-3.0074,311.77,5,0,2.95,ML,1682610057.207158
472,tomatlan,19.9333,-105.25,302.88,33,39,1.46,MX,1682610057.2414987
473,camayenne,9.535,-13.6878,305.2,58,0,6.17,GN,1682610057.3016934
474,kingscliff,-28.2667,153.5667,291.33,94,40,1.03,AU,1682610057.345415
475,chikola,43.1906,43.9209,287.62,83,65,0.22,RU,1682610057.487966
476,bhavnagar,21.7667,72.15,304.28,42,40,6.72,IN,1682610057.5739603
477,bubaque,11.2833,-15.8333,299.23,70,52,6.7,GW,1682610057.623912
478,constitucion,-35.3333,-72.4167,290.75,74,62,2.74,CL,1682610057.6735566
479,sparti,37.0733,22.4297,291.82,77,75,1.53,GR,1682610057.7040906
480,dalyellup,-33.3986,115.6168,285.38,73,53,4.07,AU,1682610057.7532237
481,jacutinga,-22.2856,-46.6122,294.42,82,82,2.59,BR,1682610057.810765
482,chongwe,-15.3292,28.682,293.18,53,87,2.52,ZM,1682610057.8424776
483,adam,22.3756,57.5233,303.36,29,46,4.24,OM,1682610057.8915203
484,qamdo,31.1667,97.2333,276.96,37,94,2.08,CN,1682610057.9370234
485,buka,40.8108,69.1986,293.7,38,91,1.19,UZ,1682610057.9851325
486,oak hill,37.9723,-81.1487,292.18,38,100,1.79,US,1682610058.031045
487,am timan,11.0297,20.2827,309.91,23,95,3.0,TD,1682610058.0811207
488,leh,34.1667,77.5833,274.81,63,93,2.7,IN,1682610058.1607618
489,divnomorskoye,44.5011,38.1353,290.09,74,100,2.18,RU,1682610058.1912222
490,micheweni,-4.9667,39.8333,299.87,80,62,7.34,TZ,1682610058.2449265
491,faya-largeau,17.9257,19.1043,315.09,12,0,3.09,TD,1682610058.2949142
492,celestun,20.8667,-90.4,304.69,50,77,4.18,MX,1682610058.327039
493,homer,59.6425,-151.5483,276.93,79,75,0.0,US,1682610058.4201117
494,pandan,14.0453,124.1694,299.63,84,11,3.69,PH,1682610058.467874
495,tual,-5.6667,132.75,301.5,77,96,3.95,ID,1682610058.5087078
496,uturoa,-16.7333,-151.4333,300.78,79,18,4.83,PF,1682610058.554291
497,akhtubinsk,48.2795,46.1722,292.78,40,66,3.44,RU,1682610058.5879765
498,gurupa,-1.405,-51.64,302.68,68,98,0.87,BR,1682610058.700089
499,erenhot,43.6475,111.9767,279.74,23,42,7.83,CN,1682610058.7442214
500,acapulco de juarez,16.8634,-99.8901,302.05,65,40,2.06,MX,1682610058.7743688
501,ngurore,9.2833,12.2333,310.88,27,99,3.21,NG,1682610058.8217394
502,kirensk,57.7853,108.1119,271.43,97,99,1.38,RU,1682610058.9172509
503,pangody,65.85,74.4859,264.87,94,45,4.31,RU,1682610058.96502
504,auki,-8.7676,160.7034,298.11,88,17,1.36,SB,1682610059.0106463
505,mossoro,-5.1875,-37.3442,306.12,62,40,2.06,BR,1682610059.0489259
506,phalodi,27.1333,72.3667,301.35,34,70,4.39,IN,1682610059.0989363
507,penalva,-3.2942,-45.1736,303.75,60,83,1.61,BR,1682610059.1368327
508,labytnangi,66.6572,66.4183,269.51,94,100,5.33,RU,1682610059.1804247
509,antsiranana,-12.2787,49.2917,300.57,69,20,5.14,MG,1682610059.2299132
510,santa marta de ortigueira,43.6833,-7.85,292.18,80,95,1.34,ES,1682610059.262176
511,mount gambier,-37.8333,140.7667,287.58,89,41,4.8,AU,1682610059.3190365
512,howrah,22.5892,88.3103,298.15,88,100,3.6,IN,1682610059.3973236
513,pucallpa,-8.3791,-74.5539,300.17,83,40,1.54,PE,1682610059.4490373
514,port saint john's,-31.6229,29.5448,296.41,88,86,7.32,ZA,1682610059.4908414
515,hannut,50.6714,5.079,288.98,51,96,0.45,BE,1682610059.5432928
516,gumdag,39.2061,54.5906,299.95,35,93,3.44,TM,1682610059.5873926
517,atherton,53.5237,-2.4935,285.53,71,100,1.79,GB,1682610059.6304686
518,portland,45.5234,-122.6762,288.47,76,75,2.24,US,1682610059.6595247
519,ardestan,33.3761,52.3694,293.19,35,99,1.29,IR,1682610059.7118256
520,mount pleasant,32.7941,-79.8626,298.71,76,75,5.14,US,1682610059.7457004
521,newman,37.3138,-121.0208,293.73,65,25,0.45,US,1682610059.7952905
522,usogorsk,63.4106,48.6872,272.85,89,17,2.99,RU,1682610059.8488193
523,nueva helvecia,-34.3,-57.2333,296.81,47,5,2.59,UY,1682610059.8974402
524,chania,35.5122,24.0156,290.93,63,20,3.09,GR,1682610059.944497
525,sandnessjoen,66.0217,12.6316,282.44,61,40,3.09,NO,1682610059.9893112
526,torghay,49.6339,63.4981,293.73,26,100,3.71,KZ,1682610060.0368772
527,cangzhou,38.3167,116.8667,289.49,72,100,3.29,CN,1682610060.086459
528,vangviang,18.9333,102.45,297.48,83,16,0.98,LA,1682610060.1267462
529,sake,-1.5736,29.045,292.08,92,72,0.7,CD,1682610060.1846204
530,north bend,43.4065,-124.2243,284.91,100,0,0.0,US,1682610060.2457323
531,svoge,42.9667,23.35,284.54,75,100,1.91,BG,1682610060.297068
532,red oak,32.5176,-96.8044,291.85,75,75,6.17,US,1682610060.3380308
533,ta`u,-14.2336,-169.5144,300.9,73,100,4.37,AS,1682610060.3771045
534,monrovia,6.3005,-10.7969,305.02,67,37,4.14,LR,1682610060.40824
535,port augusta,-32.5,137.7667,289.49,68,19,1.77,AU,1682610060.4556296
536,selebi-phikwe,-21.979,27.8498,298.97,31,0,3.77,BW,1682610060.5702298
537,abashiri,44.0213,144.2697,281.07,49,8,9.69,JP,1682610060.6105833
538,cooper's town,26.8667,-77.5167,297.68,75,30,4.41,BS,1682610060.6551552
539,taltal,-25.4,-70.4833,293.35,67,2,2.89,CL,1682610060.7098787
540,brigantine,39.4101,-74.3646,287.06,79,100,5.14,US,1682610060.7686572
541,mityana,0.4175,32.0228,291.19,88,100,0.39,UG,1682610060.8262327
542,castillos,-34.1667,-53.8333,296.29,56,0,3.89,UY,1682610060.875726
543,paita,-5.0892,-81.1144,300.43,69,52,3.73,PE,1682610060.9117975
544,westport,41.1415,-73.3579,286.11,87,100,3.6,US,1682610061.030468
